Id,Action
1,0.8607941376065016
2,0.9813749197637704
3,0.9583999639428021
4,0.9726710838829787
5,1.007892695266005
6,0.96946099536021
7,0.9839668874971947
8,1.0101026196679384
9,0.9407477646080934
10,0.9593063192171373
11,0.8650872280150184
12,0.9167675264130011
13,0.9160086290338809
14,0.9079389330493178
15,0.9667929486680777
16,1.0088334084278623
17,0.9134845935098974
18,0.9089869952577018
19,0.9730998517591221
20,0.9261774250170653
21,0.9930471325819684
22,0.9984340677805813
23,0.8840157587385122
24,0.9352438111289233
25,0.949139023721544
26,0.8905121915801202
27,1.0140475630343435
28,0.8981682241990973
29,0.9724225813850842
30,0.969006530858572
31,0.957224471789794
32,0.9200686349575358
33,0.9589437004460557
34,0.9839668874971947
35,0.957224471789794
36,0.9489287204725638
37,0.9816537016536271
38,0.9111703055188674
39,0.8934001207819802
40,0.9884882918846313
41,0.9117668860736954
42,0.8981732226444993
43,0.9711032131686991
44,1.0063861655431094
45,0.9295428419675854
46,0.8848863556638588
47,0.988163441192354
48,0.9507027302615423
49,1.0419707389821709
50,0.9629866245202003
51,1.0359133115425139
52,0.9604058715234491
53,0.9974814584532752
54,0.9704211471674714
55,0.8717455020357692
56,0.8607941376065016
57,0.9977505897151884
58,0.9878237221735857
59,0.9599970416190731
60,0.8981732226444993
61,0.935617520209995
62,0.872799613520642
63,0.9091788292455087
64,0.9701192866985384
65,0.9705343016801449
66,0.986277596199596
67,0.9106326780926519
68,0.9668323287957423
69,0.9191484871760917
70,0.8228574212417776
71,0.9229960252834101
72,0.9801812643212766
73,0.949139023721544
74,0.9687687779019045
75,0.988163441192354
76,0.9695049145064385
77,0.9701093955415165
78,0.9316129410696463
79,0.9159430422647853
80,0.9862930208167011
81,0.9615813636764574
82,0.9478611677274624
83,0.9560135577371378
84,0.9769544405864676
85,0.9082219798294602
86,0.8937649684685434
87,0.8915114435990235
88,0.960121276998398
89,0.9524903526820505
90,0.9489640070779183
91,0.9200686349575358
92,0.9732907952751718
93,1.0036845658477638
94,0.8473774397656783
95,0.9444891487804764
96,0.9238857361233541
97,0.8650872280150184
98,1.0392091453386456
99,0.986277596199596
100,0.9243996528190737
101,0.9076237200355979
102,0.9454731690409951
103,0.9379679895571846
104,0.9407477646080934
105,0.866154239907244
106,1.0182342194440865
107,0.9990065943255401
108,0.9076041810639811
109,0.9756039811187396
110,0.9373920403881145
111,0.8650872280150184
112,0.9595176849538498
113,0.9107855807976364
114,0.9248425308027327
115,0.9635022071934303
116,0.957224471789794
117,0.957224471789794
118,0.9018926517014068
119,1.0354570861562027
120,0.9121958400867815
121,0.9489640070779183
122,0.9345403313955206
123,0.8720677573179525
124,1.0060561449847596
125,0.9159430422647853
126,0.9309256561613061
127,0.864288360822609
128,0.8406107855979409
129,0.9044039750972949
130,0.9520399706632279
131,0.9895776016378001
132,0.9740199435448864
133,0.9089869952577018
134,0.9044039750972949
135,0.9668323287957423
136,0.9191484871760917
137,0.9687687779019045
138,0.9345403313955206
139,0.9238857361233541
140,0.9583999639428021
141,0.8990800954908145
142,0.9486989138952453
143,0.9696791768722397
144,0.9704211471674714
145,0.986277596199596
146,0.8379000431539242
147,0.8615776183785923
148,0.8783903130907016
149,0.9878237221735857
150,0.9597474915311683
151,0.9732907952751718
152,0.9316129410696463
153,0.9721666370777049
154,0.9076041810639811
155,0.9024609919154694
156,0.921011999138693
157,0.9082219798294602
158,0.9624114447009906
159,1.0107160259242545
160,0.9701093955415165
161,0.864288360822609
162,0.9668323287957423
163,0.9629866245202003
164,0.8873628922870047
165,0.9599970416190731
166,0.988163441192354
167,0.9348272139136923
168,0.9348272139136923
169,0.9697271758285144
170,1.0125407704550826
171,0.9732907952751718
172,0.8896625602946128
173,0.9856229967925133
174,0.9496754242576316
175,0.9158830108938394
176,0.9877140896751987
177,0.9507027302615423
178,0.9978822501361821
179,0.9633183175473058
180,0.8615776183785923
181,0.8774533177079439
182,0.9520399706632279
183,0.9544513811584935
184,0.9465779079242221
185,0.9801812643212766
186,0.9103008155671743
187,0.9750931126350113
188,0.9507027302615423
189,0.9345403313955206
190,0.9877140896751987
191,0.9668323287957423
192,0.9238857361233541
193,0.9877140896751987
194,0.9274672217829297
195,0.9454731690409951
196,0.986277596199596
197,0.9597827781365228
198,0.8969977304914911
199,0.9801812643212766
200,0.8473774397656783
201,0.9409521986057046
202,0.9460983784884853
203,0.8423391822678369
204,0.9348272139136923
205,1.0337498336691238
206,0.9275924424925538
207,0.9869879490393458
208,0.9379679895571846
209,0.9833657654906193
210,0.9740271929773952
211,0.9788004468499589
212,0.8406107855979409
213,0.9638681981087713
214,0.915982544612941
215,0.9413444768568322
216,0.9528887829689427
217,0.9240886658733196
218,0.9581348707601292
219,0.9364255779776859
220,0.9147075187408311
221,0.8718927406743268
222,1.01488536009845
223,0.9489640070779183
224,0.9407477646080934
225,0.9839668874971947
226,0.9191484871760917
227,0.8445841229846973
228,0.9586072859835146
229,0.9761697835630881
230,1.0107845435289584
231,0.9379679895571846
232,0.9277637953992676
233,0.9082219798294602
234,0.9686309143356768
235,0.9567747928582759
236,0.8829989781685235
237,0.9478611677274624
238,0.9687687779019045
239,0.8650872280150184
240,0.957224471789794
241,0.9599970416190731
242,0.8607941376065016
243,0.9016348015979783
244,0.9076041810639811
245,0.9328300694405595
246,1.0129386082731187
247,0.9083435542035028
248,0.898348239288125
249,0.9738053955788049
250,1.0008913653586806
251,1.0062148838272855
252,0.9532567747942904
253,0.9583174716147466
254,0.9908216300746282
255,0.9783877653087019
256,0.9599970416190731
257,0.9521217470721437
258,0.9238857361233541
259,0.9148663713367085
260,0.9877140896751987
261,0.986277596199596
262,0.949139023721544
263,0.9563243437581465
264,0.9668323287957423
265,0.9702102263733152
266,0.9379679895571846
267,0.957224471789794
268,0.96946099536021
269,0.9738053955788049
270,0.9875882802829974
271,0.992361410829053
272,0.9454290491258953
273,0.9915364116821603
274,1.0177515571170965
275,0.9877140896751987
276,0.8981732226444993
277,0.9910970561336863
278,0.9564539596521452
279,0.9486989138952453
280,0.9076041810639811
281,1.007892695266005
282,0.9831735053037052
283,0.9489640070779183
284,0.9191484871760917
285,0.9597827781365228
286,0.9451571971810494
287,1.0041859952976864
288,0.9159430422647853
289,0.9038491909061613
290,0.9702102263733152
291,0.8329794690481113
292,0.9583999639428021
293,0.9761697835630881
294,0.965889916517029
295,0.9720817400455662
296,0.8473774397656783
297,0.8326930904304068
298,0.9720817400455662
299,0.8650872280150184
300,0.986277596199596
301,0.9489640070779183
302,0.9454731690409951
303,0.8693161006692826
304,0.9089869952577018
305,0.9583999639428021
306,0.9413444768568322
307,0.9082219798294602
308,1.0008416794466801
309,0.8848863556638588
310,0.9743208155192351
311,1.019924431322341
312,0.8944577591494096
313,0.9478611677274624
314,0.9238857361233541
315,0.9783877653087019
316,0.9835172136162285
317,0.8523741799882832
318,0.9870123311139274
319,0.9107855807976364
320,0.981375175268882
321,0.9668323287957423
322,0.8650872280150184
323,0.9668323287957423
324,0.9621463515183177
325,0.9621463515183177
326,0.9455957437299112
327,0.9739165199634011
328,0.9586072859835146
329,0.9214514491512564
330,0.9875882802829974
331,0.9624114447009906
332,0.9243996528190737
333,0.9918936346440295
334,0.8829989781685235
335,0.9877443699686466
336,0.9379679895571846
337,0.9560135577371378
338,0.9597474915311683
339,0.9209072661396643
340,0.9044039750972949
341,0.9890154509359732
