Id,Action
1,0.03221608522054288
2,0.9946783485062575
3,0.9994135658397484
4,0.9823002131310441
5,0.9999627331155198
6,0.999809905074699
7,0.9852322720890467
8,0.9999999999984679
9,0.8891374677889903
10,0.9967405015757471
11,0.9915741261021561
12,0.9607776280474231
13,0.8775069828500326
14,0.9188742100761378
15,0.9557906648675598
16,0.9900051685131275
17,0.8126571519633177
18,0.9167734744964225
19,0.9896531539652643
20,0.9914111266196918
21,0.9999152780558059
22,0.9969645190362247
23,0.6652112962646184
24,0.9804518139183716
25,0.9071849159743052
26,0.9603639244277731
27,0.9525098483534189
28,0.6608923805735119
29,0.9857496452321807
30,0.8679405773452425
31,0.9684976681352265
32,0.9702304587969716
33,0.9882056918982959
34,0.9843312414949297
35,0.9743132810418408
36,0.9818549846155489
37,0.9441999120471686
38,0.9975482785089294
39,0.890077762529754
40,0.5059720725947489
41,0.9510483343969817
42,0.996357735245275
43,0.9835689680962647
44,0.965135086030392
45,0.9678181349898265
46,0.8563919621994714
47,0.9998578777609979
48,0.8968012152662573
49,0.9999729329865716
50,0.9950991518758057
51,0.9998004748146846
52,0.9921240827529185
53,0.9922961198293057
54,0.9964145936868175
55,0.9016943030952173
56,0.8305704070846519
57,0.9737443017430205
58,0.9996705082653236
59,0.9847213196228572
60,0.993184270588076
61,0.9999997560866252
62,0.9382763330180833
63,0.986242241416173
64,0.9945226449684961
65,0.9999985057024237
66,0.9998253020970209
67,0.8743125207014605
68,0.9925394571463002
69,0.9314925697651788
70,0.6198813242292861
71,0.9311408817818808
72,0.9942228322842157
73,0.9630707035260639
74,0.9880835999160232
75,0.9894316378778997
76,0.9803244890953104
77,0.9976557054053263
78,0.9094037087890909
79,0.8783108569418033
80,0.9999966155605252
81,0.9962993740668091
82,0.9876772189829709
83,0.9924926289189768
84,0.9996899280942891
85,0.9758070368155228
86,0.9152825457116
87,0.933883549561857
88,0.9996052111703685
89,0.9963778924334789
90,0.8488549563783302
91,0.9925591071687814
92,0.9728098172425115
93,0.9999969696504416
94,0.9475464068773621
95,0.9998918617231375
96,0.9908239706720781
97,0.8178004675981239
98,0.9996004030316056
99,0.994357345594622
100,0.9958627384824137
101,0.9866138674880935
102,0.1849468896334144
103,0.9953454919382269
104,0.9434035299468597
105,0.8310416408275457
106,0.9921237718530947
107,0.998040695001559
108,0.8540583075266404
109,0.9846321919073961
110,0.9844074435701079
111,0.7591215057905847
112,0.9582593621077342
113,0.9757349716032944
114,0.9997243186637362
115,0.9710554329110582
116,0.972949958399431
117,0.9901315157167571
118,0.997128934637678
119,0.9999789667479271
120,0.9985857607269174
121,0.9985480317188767
122,0.9895603049820921
123,0.32258573958773384
124,0.9914018151455485
125,0.9999833264042228
126,0.8394630572412455
127,0.35658353434727236
128,0.8899183944393458
129,0.8995236567798965
130,0.9683013776470765
131,0.9990210408933721
132,0.9625002227509354
133,0.9500773077582163
134,0.914348927768883
135,0.9999692548309302
136,0.8811686390625161
137,0.9952810645716134
138,0.9786425633734772
139,0.874962386716901
140,0.9892509961033834
141,0.9976190904962001
142,0.6937907356227752
143,0.9907582215891411
144,0.9913976313173927
145,0.9999655411626682
146,0.8409402176917067
147,0.3521623408125846
148,0.9331573467740116
149,0.9938605416019541
150,0.9985451577546391
151,0.9829864625905657
152,0.9779997588240427
153,0.9841876757263656
154,0.9278818468129415
155,0.9445462708921687
156,0.9542069074830293
157,0.9971776820150066
158,0.8840246879957805
159,0.9955396233782394
160,0.9774564918855301
161,0.5130420965151902
162,0.9945246117905397
163,0.981114750718718
164,0.967434032393398
165,0.9781258858596056
166,0.9987121942098244
167,0.9350865647453795
168,0.999979064662227
169,0.9742015881982887
170,0.991656900504747
171,0.9805402853354915
172,0.9977302693376002
173,0.9890355943756575
174,0.9999241948064987
175,0.9938865096212492
176,0.9927988186104596
177,0.8480819880515317
178,0.9987061640864795
179,0.9994743391693918
180,0.3521623408125846
181,0.12129807644140582
182,0.9683013776470765
183,0.9824606471859677
184,0.91680201167358
185,0.985257225976804
186,0.9091827423154175
187,0.993298323956434
188,0.987302341688338
189,0.9336750070220194
190,0.9872531935483503
191,0.9999994736105147
192,0.9955376300009324
193,0.9998235598752531
194,0.9922005740068762
195,0.9906770492475135
196,0.9973357045705732
197,0.9921852058727999
198,0.977587018601198
199,0.9864157052263748
200,0.361953977765522
201,0.9731082409611753
202,0.8078374143391198
203,0.7963780397278492
204,0.9410770536753031
205,0.9927816782480168
206,0.9948993363636859
207,0.9919597862821752
208,0.9627423497729246
209,0.5161108427947566
210,0.9994167016187036
211,0.9721764357410569
212,0.8574353999593112
213,0.9993266637916093
214,0.8635081478198855
215,0.9993704969322663
216,0.9782123168014648
217,0.9131253200100303
218,0.9998006511425367
219,0.9991604281714611
220,0.981779693862722
221,0.694165096731339
222,0.9980102356441771
223,0.9844640370858715
224,0.9197269285098443
225,0.9877385440886712
226,0.8803275783370909
227,0.8293122735898509
228,0.9866660011689796
229,0.9995682464523825
230,0.9887303062605445
231,0.9795873139956638
232,0.9035490654030369
233,0.9745754243295893
234,0.9645598054354863
235,0.9917347196969228
236,0.8051222501943919
237,0.9740639089572057
238,0.9846102170253592
239,0.9452735733381664
240,0.9961052521125493
241,0.9277024329657974
242,0.3087454655609217
243,0.7256365976870852
244,0.9999117391387262
245,0.9413228083263843
246,0.9999999999996776
247,0.9760635528327939
248,0.9832067159746232
249,0.9879029111269472
250,0.9939941041374378
251,0.996787503834635
252,0.960169153947739
253,0.999014247785551
254,0.9910416624906836
255,0.9944872334314402
256,0.9338013299390788
257,0.9800271674737284
258,0.8960586132917875
259,0.9376378796322171
260,0.9999998385904317
261,0.9938834316959868
262,0.9497591715249246
263,0.9853877822364795
264,0.9905079335804114
265,0.9918807639315311
266,0.9627423497729246
267,0.9855451504951132
268,0.9893189296906614
269,0.9879029111269472
270,0.9772104579104556
271,0.9858441813320398
272,0.7923058289732647
273,0.9874587156079795
274,0.986320521287294
275,0.9958684982196156
276,0.8384255717400055
277,0.9938323293090598
278,0.9999316599298943
279,0.9534193044671512
280,0.9304351723474187
281,0.9999893413687982
282,0.9826353589283353
283,0.6751262948633333
284,0.9746787431681146
285,0.9909430938854894
286,0.9705727977011539
287,1
288,0.9998840557164604
289,0.8773522249977209
290,0.9918807639315311
291,0.8678770768625944
292,0.9775856471134116
293,0.9890578125380056
294,0.9639949802072235
295,0.9870382169740782
296,0.7365651413215455
297,0.5326304969038512
298,0.9856448272815364
299,0.5899989799109256
300,0.9978588948951143
301,0.7957654890601243
302,0.9948897713995661
303,0.7132968836522955
304,0.732166627080116
305,0.989376128777463
306,0.9810528634283951
307,0.9758070368155228
308,0.9999199273036219
309,0.8921345620174038
310,0.9270117283358292
311,0.9968230458848727
312,0.9979024840908506
313,0.9800728050339292
314,0.8219440295012576
315,0.9999776449676887
316,0.9815462726803337
317,0.9571572411946788
318,0.981278497560784
319,0.8688643108668573
320,0.999999972172028
321,0.9913723276951328
322,0.8014543114397835
323,0.9998301040503998
324,0.9999957144675956
325,0.9940692176529697
326,0.8548161515020645
327,0.999999999999994
328,0.996671454409632
329,0.8972137681317826
330,0.9893131879728774
331,0.9527193623294594
332,0.9107407191137301
333,0.9811663292276371
334,0.43235725092655253
335,0.9999969413308348
336,0.9325959377606797
337,0.9663458423226744
338,0.9805607251872829
339,0.9192027096361762
340,0.8424954493903151
341,0.9890120471015031
342,0.9796823619382852
343,0.8453611345378856
344,0.9997069903677533
345,0.9999999884698688
346,0.9803304287804766
347,0.8318561140441296
348,0.503705550938138
349,0.9957708143817385
350,0.9588963724245453
351,0.8605267872497934
352,0.99998624545342
353,0.9823086309783814
354,0.787542986594789
355,0.9835574015084684
356,0.9884247647063933
357,0.9199356622563204
358,0.8568843802551216
359,0.9896163476318184
360,0.8574214996082022
361,0.9870186603969907
362,0.9845702494599314
363,0.985955376682434
364,0.22968639391111825
365,0.9994031858475947
366,0.9951267624782296
367,0.9939926117488656
368,0.9980208202583056
369,0.9996801754845085
370,0.9671550722350143
371,0.9999115695343386
372,0.9955033740028071
373,0.3582074309667954
374,0.960526898168728
375,0.8657919168832672
376,0.9908145094381808
377,0.48737122213827383
378,0.9198495042206358
379,0.9983099914620388
380,0.8949334293769937
381,0.8713158679317932
382,0.8968012152662573
383,0.9999985049589792
384,0.955609739767027
385,0.7344289639357248
386,0.9785012976261906
387,0.9875466811946743
388,0.9862060543177542
389,0.9939566776906169
390,0.9997139901565698
391,0.9949140361163656
392,0.9999999935199209
393,0.9851125393496982
394,0.9914379220091056
395,0.8275415199661705
396,0.9951602067083432
397,0.9999655411626682
398,0.973552244241594
399,0.9841533897893662
400,0.8011528390567726
401,0.9998942310030128
402,0.9938764056341034
403,0.9007547461093867
404,0.9873898799707728
405,0.9970472080040899
