Id,Action
1,0.7802684892428908
2,0.9928820257023372
3,0.9989156097582531
4,0.9963411742268544
5,0.9995272822298692
6,0.9960366994227889
7,0.9157167526915159
8,0.9997342504846023
9,0.8949442572777927
10,0.9824473327256078
11,0.991482177638691
12,0.991868699785209
13,0.9972511610959492
14,0.6484798665811117
15,0.9666576966387411
16,0.981746258484439
17,0.5360832901876598
18,0.9209735699665691
19,0.9991399978575102
20,0.9977842458857965
21,0.9952650157411181
22,0.9969397735041439
23,0.9983954226494057
24,0.9943440886662732
25,0.9996242897744767
26,0.9641416153422804
27,0.9978960618429996
28,0.977669271706187
29,0.9946096000506057
30,0.962104566138687
31,0.9983082748347268
32,0.9933147832398813
33,0.9683933644597688
34,0.9993309059904022
35,0.9968480451861337
36,0.9995894676929706
37,0.9886916507233174
38,0.999538281447551
39,0.9972777902828353
40,0.9430570079992994
41,0.8156949148754461
42,0.9989456228973005
43,0.994717481677185
44,0.9937449394762998
45,0.9984953348040083
46,0.9952900088242957
47,0.9998602691073825
48,0.9969569487531579
49,0.9996824862167903
50,0.9882050183822597
51,0.9160769378090515
52,0.9988228714983712
53,0.9482326725795726
54,0.9999368518518519
55,0.9989325733734433
56,0.9815788657503244
57,0.9848616674864661
58,0.9992424979585965
59,0.9990113613571988
60,0.998693220094081
61,0.9989421001955521
62,0.9881379760001106
63,0.9977254595486744
64,0.9988854012046227
65,0.9992341271271072
66,0.9906655427419255
67,0.9951832048548775
68,0.999824617631279
69,0.9855466509997127
70,0.6303978999036457
71,0.9903334096204832
72,0.9988766460070774
73,0.999724654191247
74,0.9984667279479634
75,0.997401991909278
76,0.9993008807369101
77,0.9959716219311754
78,0.9391268530553318
79,0.6898809369804717
80,0.9948700334763232
81,0.9997881743219069
82,0.9973149152925391
83,0.9969333347004062
84,0.9984691708783259
85,0.9907830662875375
86,0.9799867544063102
87,0.9974249550714493
88,0.9957676441741319
89,0.9990694642855557
90,0.8988446209181707
91,0.9926683364454296
92,0.8512558311465128
93,0.9973546723124862
94,0.9730889274828738
95,0.9974528057605164
96,0.9984178435904911
97,0.5994613743493075
98,0.9955417817492693
99,0.996340617265934
100,0.999075100343861
101,0.9862053068859409
102,0.9007166465622014
103,0.99634582369423
104,0.9954280485130023
105,0.8026238907968131
106,0.9985180347629935
107,0.9997874868417337
108,0.9941607541738704
109,0.9990655849726479
110,0.9968156929020289
111,0.8951422229232058
112,0.997439860182123
113,0.9820068271097943
114,0.9989801737973728
115,0.9940300873372255
116,0.9815397153098321
117,0.9808794287489957
118,0.9977293033193262
119,0.9989465997517718
120,0.9954872370004055
121,0.9522770374233614
122,0.9947015634047449
123,0.9763659026519388
124,0.9916261162179463
125,0.9983518589308306
126,0.90669130071967
127,0.9212961008068525
128,0.844411310750045
129,0.9575930008320451
130,0.9979070626871437
131,0.9985527399952334
132,0.9993593092451236
133,0.995223745514029
134,0.8092466017397666
135,0.9992666940233957
136,0.9883963461976519
137,0.9987197669983229
138,0.9032458892586658
139,0.9936566550831231
140,0.9997608235315915
